school_id_A,school_id_B,extracted_school_name_A,school_name_A,school_name_B,address_from_B,Match_Type
17701,31911,Ganesha Bharati Mavi,गणेश भारती मावि बासडोल काभ्रेपलाञ्चोक,Ganesh Bharati Mavi,"Basdole, Banepa Municipality, Kavrepalanchok, Bagamati Province",Matched with school name of B
6803,51450,Ganesha Vidya Mandira Avi,गणेश विद्या मन्दिर आवि बर्दिया,Ganesh Bidhya Mandir Avi,"Shankarvasti, Gulariya Municipality, Bardiya, Lumbini Province",Matched with school name of B
5056,71201,Ganosha Vinayaka Mavi,गण्ोश विनायक मावि दार्चुला,Ganesh Binayak Mavi,"Sipti, Naugad Rural Municipality, Darchula, Sudurpashchim Province",Matched with school name of B
21066,31915,Ganosha Himala Pravi,गण्ोश हिमाल प्रावि धादिङ,Ganesh Himal Pravi,"Shikhar Besni, Khaniyabash Rural Municipality, Dhading, Bagamati Province",Matched with school name of B
2450,31918,Ganeshakunda Mavi,गणेशकुण्ड मावि धादिङ,Ganesh Kunda Mavi,"Khaniyabas, Khaniyabash Rural Municipality, Dhading, Bagamati Province",Matched with school name of B
10279,41264,Ganesha Malika Mavi,गणेश मालिका मावि लमजुङ,Ganesh Malika Mavi,"Neta, Madhya Nepal Municipality, Lamjung, Gandaki Province",Matched with school name of B
20964,71202,Ganesha Avi,गणेश आवि दमौरा कैलाली,Ganesh Man Avi,"Bhajani, Bhajani Municipality, Kailali, Sudurpashchim Province",Matched with school name of B
24956,31923,Ganeshamana Simha Smrriti Avi,गणेशमान सिंह स्मृति आवि तारकेश्वर नुवाकोट,Ganesh Man Singh Smriti Avi,"Tarukaghat, Tarakeshwor Rural Municipality, Nuwakot, Bagamati Province",Matched with school name of B
28780,41265,Ganeshamana Smrriti Pravi,गणेशमान स्मृति प्रावि पेखु स्याङजा,Ganesh Man Smriti Avi,"Waling-11, Waling Municipality, Syangja, Gandaki Province",Matched with old school name1 of B
1374,51452,Ganesha Mavi,गणेश मावि पिपलधारा गुल्मी,Ganesh Mavi,"Dhurkot 2, Dhurkot Rural Municipality, Gulmi, Lumbini Province",Matched with school name of B
1776,31919,Ganesha Mavi,गणेश मावि नगदेश भक्तपुर,Ganesh Mavi,"Bharwacho, Bhaktapur Municipality, Bhaktapur, Bagamati Province",Matched with school name of B
26374,31921,Ganesha Mavi,गणेश मावि चितवन,Ganesh Mavi,"Rapti Municipality, Rapti Municipality, Chitwan, Bagamati Province",Matched with school name of B
16546,11630,Ganesha Mavi,गणेश मावि खेवाङ ताप्लेजुङ,Ganesh Mavi,"Sangadin, Sirijangha Rural Municipality, Taplejung, Koshi Province",Matched with school name of B
5908,71208,Ganesha Mavi,गणेश मावि वि कञ्चनपुर,Ganesh Mavi,"Bhursa, Beldandi Rural Municipality, Kanchanpur, Sudurpashchim Province",Matched with school name of B
1457,11624,Ganesha Mavi,गणेश मावि झापा,Ganesh Mavi,"Jorpiple, Buddhashanti Rural Municipality, Jhapa, Koshi Province",Matched with school name of B
15538,71210,Ganesha Mavi,गणेश मावि डडेल्धुरा,Ganesh Mavi,"Badal, Ganayapdhura Rural Municipality, Dadeldhura, Sudurpashchim Province",Matched with school name of B
10775,31937,Ganesha Mavi,गणेश मावि ताथली भक्तपुर,Ganesh Mavi,"Sipadol, Suryabinayak Municipality, Bhaktapur, Bagamati Province",Matched with school name of B
18775,41277,Ganesha Mavi,गणेश मावि तनहुँँ,Ganesh Mavi,"Gaira, Myagde Rural Municipality, Tanahun, Gandaki Province",Matched with school name of B
15122,11631,Ganesha Mavi,गणेश मावि पाँचथर,Ganesh Mavi,"NAGI, Yangwarak Rural Municipality, Panchthar, Koshi Province",Matched with school name of B
9798,11632,Ganesha Mavi,गणेश मावि ग्रामथान मोरङ,Ganesh Mavi,"Dhobiyare, Gramthan Rural Municipality, Morang, Koshi Province",Matched with school name of B
10427,31936,Ganesha Mavi,गणेश मावि सिपाडोल भक्तपुर,Ganesh Mavi,"Nagadesh, Madhyapur Thimi Municipality, Bhaktapur, Bagamati Province",Matched with school name of B
7300,71209,Ganesha Mavi,गणेश मावि बेलौरी कञ्चनपुर,Ganesh Mavi,"Ganeshpur, Belauri Municipality, Kanchanpur, Sudurpashchim Province",Matched with school name of B
12550,31938,Ganesha Mavi,गणेश मावि नुवाकोट,Ganesh Mavi,"Jamune, Suryagadhi Rural Municipality, Nuwakot, Bagamati Province",Matched with school name of B
19953,71207,Ganesha Mavi,गणेश मावि बैतडी,Ganesh Mavi,"Lekam, Baitadi, Sigas Rural Municipality, Baitadi, Sudurpashchim Province",Matched with school name of B
2206,31934,Ganesha Mavi,गणेश मावि छालिङ भक्तपुर,Ganesh Mavi,"Changunarayan Municipality, Changunarayan Municipality, Bhaktapur, Bagamati Province",Matched with school name of B
16629,31935,Ganesha Mavi,गणेश मावि यमुनाडाँडा सिन्धुपाल्चोक,Ganesh Mavi,"Sunkoshi, Sindhupalchok, Sunkoshi Rural Municipality, Sindhupalchok, Bagamati Province",Matched with school name of B
12047,11633,Ganesha Mavi,गणेश मावि ढुस्के ओखलढुङ्गा,Ganesh Mavi Dhuske,"Dhuske, Molung Rural Municipality, Okhaldhunga, Koshi Province",Matched with old school name1 of B
26646,71211,Ganesha Mavi,गणेश मावि दार्चुला,Ganesh Mavi Ganagaun,"Lekam, Lekam Rural Municipality, Darchula, Sudurpashchim Province",Matched with old school name2 of B
4978,6827,Ganesha Mavi,गणेश मावि रोल दैलेख,Ganesh Mavi Rola,"Rola, Aathabis Municipality, Dailekh, Karnali Province",Matched with old school name2 of B
11481,31939,Ganesha Mavi,गणेश मावि थापा थुम्का सिन्धुली,Ganesh Mavi Sunkoshi Majhuwa,"Majhuwa, Sunkoshi Rural Municipality, Sindhuli, Bagamati Province",Matched with old school name1 of B
10843,31920,Ganesha Mavi,गणेश मावि सुनकोशी सिन्धुली,Ganesh Mavi Thapathumka,"Thapathumka, Sunkoshi Rural Municipality, Sindhuli, Bagamati Province",Matched with old school name1 of B
11592,31922,Ganesha Mavi,गणेश मावि भार्वाचो भक्तपुर,Ganesh Mavi Vidyalaya,"Changunarayan Municipality, Changunarayan Municipality, Bhaktapur, Bagamati Province",Matched with old school name1 of B
21036,11625,Ganesha Ne Ra Nimavi,गणेश ने रा निमावि डुम्राहा सुनसरी,Ganesh Ne Ra Avi,"Ganeshpur, Inaruwa Municipality, Sunsari, Koshi Province",Matched with old school name1 of B
23658,31932,Ganesha Pravi,गणेश प्रावि बज्रवाराही मकवानपुर,Ganesh Pravi,"Salampur, Thaha Municipality, Makwanpur, Bagamati Province",Matched with school name of B
17679,31927,Ganesha Pravi,गणेश प्रावि भुम्लु गा पा काभ्रेपलाञ्चोक,Ganesh Pravi,"Gahate, Namobuddha Municipality, Kavrepalanchok, Bagamati Province",Matched with school name of B
4127,31926,Ganesha Pravi,गणेश प्रावि सिन्धुपाल्चोक,Ganesh Pravi,"Jungalchhap, Chautara Sangachokgadhi Municipality, Sindhupalchok, Bagamati Province",Matched with school name of B
10996,31925,Ganesha Pravi,गणेश प्रावि मगरवेसी सिन्धुली,Ganesh Pravi,"Magarbeasi, Golanjor Rural Municipality, Sindhuli, Bagamati Province",Matched with school name of B
2992,31931,Ganesha Pravi,गणेश प्रावि वसामाडी कुवापानी मकवानपुर,Ganesh Pravi,"Lilakhel, Thaha Municipality, Makwanpur, Bagamati Province",Matched with school name of B
17166,41274,Ganesha Pravi,गणेश प्रावि पाखाथर बागलुङ,Ganesh Pravi,"Pakhathar, Baglung Municipality, Baglung, Gandaki Province",Matched with school name of B
27019,51456,Ganesha Pravi,गणेश प्रावि माण्डवी तिराम प्यूठान,Ganesh Pravi,"Airawati 3 Kolwang, Airawati Rural Municipality, Pyuthan, Lumbini Province",Matched with school name of B
4678,41270,Ganesha Pravi,गणेश प्रावि लमजुङ,Ganesh Pravi,"Besishahar, Besishahar Municipality, Lamjung, Gandaki Province",Matched with school name of B
17549,41266,Ganesha Pravi,गणेश प्रावि गोरखा,Ganesh Pravi,"Ghapnthoke, Aarughat Rural Municipality, Gorkha, Gandaki Province",Matched with school name of B
4332,71205,Ganesha Pravi,गणेश प्रावि लोकाबस्ती बैतडी,Ganesh Pravi,"Suntola, Pancheshwar Rural Municipality, Baitadi, Sudurpashchim Province",Matched with school name of B
6096,41272,Ganesha Pravi,गणेश प्रावि पुलाचौर म्याग्दी,Ganesh Pravi,"Beni Mun, Beni Municipality, Myagdi, Gandaki Province",Matched with school name of B
8054,11629,Ganesha Pravi,गणेश प्रावि मोरङ,Ganesh Pravi,"Aahale, Letang Municipality, Morang, Koshi Province",Matched with school name of B
26769,71215,Ganesha Avi,गणेश आवि गेरडा बैतडी,Ganeshsthan Avi Sundarghar,"Dashrathchand, Dasharathchanda Municipality, Baitadi, Sudurpashchim Province",Matched with old school name1 of B
19876,11634,Ganeshvari Mavi,गणेश्वरी मावि पञ्चकन्या इलाम,Ganeshwori Mavi,"Malim, Suryodaya Municipality, Ilam, Koshi Province",Matched with school name of B
24130,11635,Ganeshathana Mavi,गणेशथान मावि नेचा सल्यान गा पा सोलुखुम्बु,Ganesthan Mavi,"Gairi, Nechasalyan Rural Municipality, Solukhumbu, Koshi Province",Matched with school name of B
27652,71216,Gamga Avi,गंगा आवि बाजुरा,Ganga Avi,"Baudi, Himali Rural Municipality, Bajura, Sudurpashchim Province",Matched with school name of B
27080,41281,Gamga Avi,गंगा आवि कास्की,Ganga Avi,"Kamal Bot, Madi Rural Municipality, Kaski, Gandaki Province",Matched with school name of B
16637,11637,Gamga Avi,गंगा आवि साँघु ताप्लेजुङ,Ganga Avi,"Hokma, Sirijangha Rural Municipality, Taplejung, Koshi Province",Matched with school name of B
78,11640,Ratna Devi Avi,रत्न देवी आवि गजुरमुखी ईलाम,Ganga Devi Avi,"Sanobardu, Mai Municipality, Ilam, Koshi Province",Matched with school name of B
780,11639,Gamga Devi Pravi,गंगा देवी प्रावि खोटाङ,Ganga Devi Avi,"Gahate, Barahapokhari Rural Municipality, Khotang, Koshi Province",Matched with old school name2 of B
17698,31945,Gamgadevi Avi,गंगादेवी आवि वनेपा न पा काभ्रेपलान्चोक,Ganga Devi Avi,"Pabchkhal Municipality, Panchkhal Municipality, Kavrepalanchok, Bagamati Province",Matched with school name of B
27507,51469,Magrana Devi Pravi,मग्रान देवी प्रावि रैनादेवी छहरा पाल्पा,Ganga Devi Pravi,"Bhalebas, Bagnaskali Rural Municipality, Palpa, Lumbini Province",Matched with school name of B
4276,31947,Kanya Devi Pravi,कन्या देवी प्रावि नुवाकोट,Ganga Devi Pravi,"Urleni, Tadi Rural Municipality, Nuwakot, Bagamati Province",Matched with school name of B
2461,41282,Gamga Dharma Avi,गंगा धर्म आवि गोरखा,Ganga Dharma Avi,"Shahid Lakhan RM, Shahid Lakhan Rural Municipality, Gorkha, Gandaki Province",Matched with school name of B
2785,31948,Gamgajamuna Avi,गंगाजमुना आवि दाङसिङ धादिङ,Ganga Jamuna Avi,"Phulakharka  Dangsing, Gangjamuna Rural Municipality, Dhading, Bagamati Province",Matched with school name of B
27843,41283,Gamga Jamuna Avi,गंगा जमुना आवि गोरखा,Ganga Jamuna Jmuna Avi,"Bhirkuna, Dharche Rural Municipality, Gorkha, Gandaki Province",Matched with old school name1 of B
298,11641,Gamga Jamuna Pravi,गंगा जमुना प्रावि खोटाङ,Ganga Jamuna Pravi,"Barkhe, Kepilasagadhi Rural Municipality, Khotang, Koshi Province",Matched with school name of B
9167,71220,Gamga Mavi,गंगा मावि अछाम,Ganga Mavi,"Tesinge, Mangalsen Municipality, Achham, Sudurpashchim Province",Matched with school name of B
10280,41284,Gamga Milana Mavi,गंगा मिलन मावि चण्डिस्थान लम्जुङ,Ganga Milan Mavi,"Makaidanda,Saring, Besishahar Municipality, Lamjung, Gandaki Province",Matched with school name of B
8750,51473,Gamga Pravi,गंगा प्रावि गंगाबस्ती बर्दिया,Ganga Pravi,"Gangabasti, Madhuwan Municipality, Bardiya, Lumbini Province",Matched with school name of B
15200,71219,Gamga Pravi,गंगा प्रावि बाजुरा,Ganga Pravi,"Saunegau, Budhinanda Municipality, Bajura, Sudurpashchim Province",Matched with school name of B
