school_id_A,school_id_B,Potential_School_Name_transliterated,modified_name_transliterated,district,district_A,Fuzzy_match_score,Match_Type
581,12193,jaleshvari ma vi,jaleshwari a vi,khotang,khotang,2.5,"District: complete, School level: no match, Root name: complete"
219,12897,jyoti pra vi,jyoti a vi,ilam,ilam,2.5,"District: complete, School level: no match, Root name: complete"
577,3883,bhimasena adarsha a vi,bhim adarsha a vi,bhaktapur,udayapur,2.5,"District: no match, School level: complete, Root name: complete"
574,11617,ganesha a vi,ganesh a vi,taplejung,morang,2.5,"District: no match, School level: complete, Root name: complete"
225,62394,niranajana pra vi,nirajan pra vi,salyan,doti,2.5,"District: no match, School level: complete, Root name: complete"
565,13347,lamitara a vi,lamitar pra vi,ilam,ilam,2.5,"District: complete, School level: no match, Root name: complete"
232,14948,ra pra vi,ram pra vi,dhankuta,chitwan,2.5,"District: no match, School level: complete, Root name: complete"
538,13817,malupokhari a vi,malupokhari pra vi,ilam,ilam,2.5,"District: complete, School level: no match, Root name: complete"
234,1248,arunodaya a vi,arunodaya a vi,jhapa,ilam,2.5,"District: no match, School level: complete, Root name: complete"
235,3607,balakesha ma vi,balsakshar ma vi,sindhuli,tanahun,2.5,"District: no match, School level: complete, Root name: complete"
557,11617,ganesha a vi,ganesh a vi,taplejung,khotang,2.5,"District: no match, School level: complete, Root name: complete"
556,17275,tomane pra vi,tomane a vi,khotang,khotang,2.5,"District: complete, School level: no match, Root name: complete"
238,1769,bhimasuna a vi,bhimsun pra vi,ilam,ilam,2.5,"District: complete, School level: no match, Root name: complete"
542,14267,nepala rashtriya a vi,nepal rastriya a vi,sunsari,mahottari,2.5,"District: no match, School level: complete, Root name: complete"
244,42272,krrishnalaya a vi,krishnalaya pra vi,tanahun,tanahun,2.5,"District: complete, School level: no match, Root name: complete"
473,11409,dila pra vi,dil pra vi,bhojpur,tanahun,2.5,"District: no match, School level: complete, Root name: complete"
279,1132,nava jyoti pra vi,amar jyoti pra vi,dhankuta,doti,2.5,"District: no match, School level: complete, Root name: complete"
470,13129,kanya debi pra vi,kanya devi pra vi,morang,tanahun,2.5,"District: no match, School level: complete, Root name: complete"
370,2462,dharma a vi,a vi dharmapur,siraha,tanahun,2.5,"District: no match, School level: complete, Root name: complete"
402,14948,rama pra vi,ram pra vi,dhankuta,tanahun,2.5,"District: no match, School level: complete, Root name: complete"
395,43178,ravichandra pra vi,ram chandra pra vi,gorkha,tanahun,2.5,"District: no match, School level: complete, Root name: complete"
392,34680,a.ndi barahi pra vi,nil barahi pra vi,bhaktapur,tanahun,2.5,"District: no match, School level: complete, Root name: complete"
388,13129,kalyana devi pra vi,kanya devi pra vi,morang,tanahun,2.5,"District: no match, School level: complete, Root name: complete"
381,41120,dipaka pra vi,dipak ma vi,tanahun,tanahun,2.5,"District: complete, School level: no match, Root name: complete"
331,44514,udaya ma vi,udaya a vi,tanahun,tanahun,2.5,"District: complete, School level: no match, Root name: complete"
371,17330,udaya pra vi,udaya pra vi,okhaldhunga,tanahun,2.5,"District: no match, School level: complete, Root name: complete"
335,4434,vedakalika pra vi,bed kalika a vi,tanahun,tanahun,2.5,"District: complete, School level: no match, Root name: complete"
469,16544,shukla ma vi,shukra ma vi,jhapa,tanahun,2.5,"District: no match, School level: complete, Root name: complete"
364,15364,sharada ma vi,sarada ma vi,khotang,chitwan,2.5,"District: no match, School level: complete, Root name: complete"
337,42153,kamadhenu a vi,kamdhenu pra vi,tanahun,tanahun,2.5,"District: complete, School level: no match, Root name: complete"
338,1531,bramha a vi,baraha a vi,khotang,nawalparasi,2.5,"District: no match, School level: complete, Root name: complete"
350,2796,narayani ni ma via vi,devnarayan ganiya a via vi,bara,tanahun,2.5,"District: no match, School level: complete, Root name: complete"
349,53679,masya~nadi samudayika a vi,maya devi samudayik a vi,kapilbastu,tanahun,2.5,"District: no match, School level: complete, Root name: complete"
348,4145,annapurna sitapokhari a vi,annapurna sitapokhari pra vi,kaski,kaski,2.5,"District: complete, School level: no match, Root name: complete"
347,44514,udaya ma vi,udaya a vi,tanahun,tanahun,2.5,"District: complete, School level: no match, Root name: complete"
314,43178,ravichandra pra vi,ram chandra pra vi,gorkha,tanahun,2.5,"District: no match, School level: complete, Root name: complete"
406,159,mardasha pra vi,adarsha pra vi,jhapa,tanahun,2.5,"District: no match, School level: complete, Root name: complete"
408,42293,kusmavati pra vi,kushmawati a vi,tanahun,tanahun,2.5,"District: complete, School level: no match, Root name: complete"
409,1406,bala mandira ma vi,bal mandir ma vi,sunsari,tanahun,2.5,"District: no match, School level: complete, Root name: complete"
467,15204,janasahayogi pra vi,sahayogi pra vi,khotang,tanahun,2.5,"District: no match, School level: complete, Root name: complete"
284,12306,janata a vi,jana a vi,morang,siraha,2.5,"District: no match, School level: complete, Root name: complete"
459,15027,rashtriya a vi,rastriya a vi,sunsari,kathmandu,2.5,"District: no match, School level: complete, Root name: complete"
288,11118,chandrodaya pra vi,chandrodaya pra vi,dhankuta,tanahun,2.5,"District: no match, School level: complete, Root name: complete"
451,56372,vishvashanti pra vi,vishwa shanti pra vi,pyuthan,syangja,2.5,"District: no match, School level: complete, Root name: complete"
294,34932,parvati pra vi,parwati pra vi,lalitpur,tanahun,2.5,"District: no match, School level: complete, Root name: complete"
444,4219,bala vikasa pra vi,bal bikas ma vi,tanahun,tanahun,2.5,"District: complete, School level: no match, Root name: complete"
442,14145,nara pra vi,nar pra vi,ilam,tanahun,2.5,"District: no match, School level: complete, Root name: complete"
299,1177,janata pra vi,ananta pra vi,morang,siraha,2.5,"District: no match, School level: complete, Root name: complete"
438,42602,mamgala ma vi,mangala ma vi,myagdi,lamjung,2.5,"District: no match, School level: complete, Root name: complete"
300,11891,shri janata a vi,hari jana a vi,sunsari,dhanusha,2.5,"District: no match, School level: complete, Root name: complete"
428,43745,shramika pra vi,shramik a vi,tanahun,tanahun,2.5,"District: complete, School level: no match, Root name: complete"
422,14186,sarvajyoti pra vi,navajyoti pra vi,morang,tanahun,2.5,"District: no match, School level: complete, Root name: complete"
306,33569,mkumari pra vi,kumari pra vi,kavrepalanchok,doti,2.5,"District: no match, School level: complete, Root name: complete"
419,3260,aruna ma vi,arunima ma vi,kathmandu,tanahun,2.5,"District: no match, School level: complete, Root name: complete"
586,31273,chakali devi a vi,chakra devi a vi,dhading,khotang,2.5,"District: no match, School level: complete, Root name: complete"
503,54648,ratri a vi,ratri pra vi,dang,dang,2.5,"District: complete, School level: no match, Root name: complete"
635,11048,champavati ma vi,champawati a vi,khotang,khotang,2.5,"District: complete, School level: no match, Root name: complete"
658,1817,vidyajyoti a vi,bidya jyoti a vi,taplejung,mustang,2.5,"District: no match, School level: complete, Root name: complete"
665,17123,suryodaya uma vi,suryodaya basice vi,panchthar,baglung,2.5,"District: no match, School level: complete, Root name: complete"
615,13490,ma vi,ma vi,sunsari,khotang,2.5,"District: no match, School level: complete, Root name: complete"
634,1740,bhasha a vi,bhasha ma vi,khotang,khotang,2.5,"District: complete, School level: no match, Root name: complete"
622,11048,champavati u ma vi,champawati a vi,khotang,khotang,2.5,"District: complete, School level: no match, Root name: complete"
164,11709,j~nanodaya pra vi,gnyanodaya pra vi,sankhuwasabha,ilam,2.5,"District: no match, School level: complete, Root name: complete"
623,16646,shiddheshvari a vi,siddheshwari a vi,ilam,khotang,2.5,"District: no match, School level: complete, Root name: complete"
182,12184,jalpa pra vi,jalapa ma vi,ilam,ilam,2.5,"District: complete, School level: no match, Root name: complete"
625,1298,vahala devi pra vi,bachala devi a vi,khotang,khotang,2.5,"District: complete, School level: no match, Root name: complete"
609,16646,shiddheshvari a vi,siddheshwari a vi,ilam,nuwakot,2.5,"District: no match, School level: complete, Root name: complete"
674,42163,kamkrakhora pra vi,kankrakhor a vi,baglung,baglung,2.5,"District: complete, School level: no match, Root name: complete"
204,1785,bhrrikuti ma vi,bhrikuti ma vi,jhapa,tanahun,2.5,"District: no match, School level: complete, Root name: complete"
626,15388,sarasvati ma vi,saraswati ma vi,panchthar,khotang,2.5,"District: no match, School level: complete, Root name: complete"
346,15552,sarasvati sadana ma vi,saraswati satan ma vi,sunsari,tanahun,2.5,"District: no match, School level: complete, Root name: complete"
620,11946,himalaya a vi,himalaya a vi,morang,khotang,2.5,"District: no match, School level: complete, Root name: complete"
637,11048,champakali pra vi,champawati a vi,khotang,khotang,2.5,"District: complete, School level: no match, Root name: complete"
593,17289,tribhuvana pra vi,tribhuvan ma vi,khotang,khotang,2.5,"District: complete, School level: no match, Root name: complete"
151,14247,narayani namuna ma vi,naya namuna ma vi,panchthar,chitwan,2.5,"District: no match, School level: complete, Root name: complete"
596,17048,usunakoshi pra vi,sunkoshi a vi,khotang,khotang,2.5,"District: complete, School level: no match, Root name: complete"
211,13490,ma vi,ma vi,sunsari,dhanusha,2.5,"District: no match, School level: complete, Root name: complete"
682,42837,nepala gharti pra vi,nepal dharti a vi,nawalpur,nawalparasi,2.1,"District: partial, School level: no match, Root name: complete"
427,4158,rishithuma pra vi,archalthum pra vi,tanahun,tanahun,2.0,"District: complete, School level: complete, Root name: partial"
651,32394,himalaya dandapani nyaupane ma vi,himalaya dandpani neupane ma vi bharatpur,chitwan,chitwan,2.0,"District: complete, School level: complete, Root name: partial"
715,4112,shitalapati a vi,amritpani a vi,baglung,baglung,2.0,"District: complete, School level: complete, Root name: partial"
421,35312,kotakalika pra vi,rakta kalika a vi,sindhupalchok,tanahun,2.0,"District: no match, School level: no match, Root name: complete"
178,1269,maheshvara ni ma via vi,ashadeep english boarding vi,ilam,ilam,2.0,"District: complete, School level: complete, Root name: partial"
939,4569,bharaleka ma vi,bhraka a vi,manang,doti,2.0,"District: no match, School level: no match, Root name: complete"
718,21510,mohana namuna ma vi,janata ma vi mauwahi,siraha,siraha,2.0,"District: complete, School level: complete, Root name: partial"
436,13069,kalpeshvara a vi,kalpeshwar ma vi,okhaldhunga,kathmandu,2.0,"District: no match, School level: no match, Root name: complete"
716,1532,himagamga a vi,baraha magargau a vi,khotang,khotang,2.0,"District: complete, School level: complete, Root name: partial"
434,4175,shiva sundara pra vi,arunodaya pra vi,tanahun,tanahun,2.0,"District: complete, School level: complete, Root name: partial"
937,12536,janakalyana rudrahari ma vi,janakalyan ma vi,sunsari,sunsari,2.0,"District: complete, School level: complete, Root name: partial"
936,122,panini ma via vi,aaruni english boarding vi,jhapa,jhapa,2.0,"District: complete, School level: complete, Root name: partial"
433,4117,a.nbu pra vi,anboo pra vi,tanahun,tanahun,2.0,"District: complete, School level: complete, Root name: partial"
432,37426,tatopani pra vi,tatopani a vi,sindhupalchok,tanahun,2.0,"District: no match, School level: no match, Root name: complete"
424,41,bhanu samskrrita ma vi,aadikavi bhanubhakta ma vi,tanahun,tanahun,2.0,"District: complete, School level: complete, Root name: partial"
646,4418,sigana ma vi,basanta ma vi,baglung,baglung,2.0,"District: complete, School level: complete, Root name: partial"
429,4117,ganosha pra vi,anboo pra vi,tanahun,tanahun,2.0,"District: complete, School level: complete, Root name: partial"
932,2505,munara janata ra pra vi,bauku janata pra vi,saptari,saptari,2.0,"District: complete, School level: complete, Root name: partial"
176,14663,tribhuvana pra vipa~nchakanya ilama,pathibhara educational academy ilam,ilam,ilam,2.0,"District: complete, School level: complete, Root name: partial"
430,4306,bhirkota a vi,bal niketan a vi,tanahun,tanahun,2.0,"District: complete, School level: complete, Root name: partial"
591,12594,lakshmi a vi,janashram a vi,khotang,khotang,2.0,"District: complete, School level: complete, Root name: partial"
297,21124,hanumana prasada sharada ma vi,hanuman prasad sharda ma vi inarwa,siraha,siraha,2.0,"District: complete, School level: complete, Root name: partial"
50,1231,vani ma vi,arniko ma vi,morang,morang,2.0,"District: complete, School level: complete, Root name: partial"
729,11780,gudela u ma vi,gudel ma vi,solukhumbu,solukhumbu,2.0,"District: complete, School level: complete, Root name: partial"
468,3122,guheshvari ni ma via vi,aksharaa vi,kathmandu,kathmandu,2.0,"District: complete, School level: complete, Root name: partial"
728,5188,shri u ma vi,ambeshori ma vi ambapur,dang,dang,2.0,"District: complete, School level: complete, Root name: partial"
900,1166,lakshmi ma vi,amity ma vi,jhapa,jhapa,2.0,"District: complete, School level: complete, Root name: partial"
901,7808,mahendra ni ma via vi,chandeshwori basic level vi,doti,doti,2.0,"District: complete, School level: complete, Root name: partial"
54,13287,kiramteshvara pra vi,kumitar pra vi,ilam,ilam,2.0,"District: complete, School level: complete, Root name: partial"
53,158,rashtiya ni ma via vi,adarsha niketen english vi,ilam,ilam,2.0,"District: complete, School level: complete, Root name: partial"
642,1369,veganalala a vi,bal kalyan a vi,morang,morang,2.0,"District: complete, School level: complete, Root name: partial"
52,4155,chimkeshvari ni ma via vi,araniko ma boarding vi,tanahun,tanahun,2.0,"District: complete, School level: complete, Root name: partial"
285,1491,ni ma via vi,balkanya ma via,khotang,khotang,2.0,"District: complete, School level: complete, Root name: partial"
907,7534,bhagaleka ni ma via vi,bhawani basie vi sayal bhalma doti,doti,doti,2.0,"District: complete, School level: complete, Root name: partial"
