school_id	school_transliterated	school_1_transliterated	School_level_transliterated	School_name_transliterated	Location_transliterated	Potential_district_transliterated	Location_1_transliterated
3898	baladeva adharabhuta vidyalaya mora~na	baladeva avi mora~na	avi	baladeva	mora~na	mora~na	
3899	janata mayavati adharabhuta vidyalaya, sunasari	janata mayavati avi sunasari	avi	janata mayavati	sunasari	sunasari	
3900	krrishna madhyamika vidyalaya, kaptanaganja, sunasari	krrishna mavi kaptanaganja sunasari	mavi	krrishna	kaptanaganja sunasari	sunasari	kaptanaganja
3901	nayaka prathamika vidyalaya, huvasa, dharampani, parvata	nayaka pravi huvasa dharampani parvata	pravi	nayaka	huvasa dharampani parvata	parvata	huvasa dharampani
3902	nageshvara adharabhuta vidyalaya, bhumikasthana na॰pa॰, arghakha.nchi	nageshvara avi bhumikasthana na pa arghakha.nchi	avi	nageshvara	bhumikasthana na pa arghakha.nchi	arghakha.nchi	bhumikasthana na pa
3903	j~nanedaya pra vi, kabhrepalanchoka	j~nanedaya pravi kabhrepalanchoka	pravi	j~nanedaya	kabhrepalanchoka	kabhrepalanchoka	
3904	dhaneshvara mahadeva prathamika vidyalaya kailasha dhaneshvara, kabhrepala~nchoka	dhaneshvara mahadeva pravi kailasha dhaneshvara kabhrepala~nchoka	pravi	dhaneshvara mahadeva	kailasha dhaneshvara kabhrepala~nchoka	kabhrepala~nchoka	kailasha dhaneshvara
3905	bhamara nimna madhyamika vidhalaya nuvakota	bhamara nimavi nuvakota	nimavi	bhamara	nuvakota	nuvakota	
3906	chandeshvari pra॰vi, nuvakota	chandeshvari pravi nuvakota	pravi	chandeshvari	nuvakota	nuvakota	
3907	ganosha ma॰ vi, lamju~na	ganosha mavi lamju~na	mavi	ganosha	lamju~na	lamju~na	
3908	janajagrriti ni॰ ma॰ vi॰, sya~naja	janajagrriti nimavi sya~naja	nimavi	janajagrriti	sya~naja	sya~naja	
3909	chiruva adharabhuta vidyalaya, pa.nchathara	chiruva avi pa.nchathara	avi	chiruva	pa.nchathara	pa.nchathara	
3910	triveni madhyamika vidhalaya mauva-6, pauchathara	triveni mavi mauva pauchathara	mavi	triveni	mauva pauchathara	pauchathara	mauva
3911	prakasha madhyamika vidyalaya, prakashapura, sunasari	prakasha mavi prakashapura sunasari	mavi	prakasha	prakashapura sunasari	sunasari	prakashapura
3912	nayam nepala adharabhuta vidyalaya, kalikhola	nayam nepala avi kalikhola	avi	nayam nepala	kalikhola	kalikhola	
3913	narayani madhyamika vidhalaya pa.nchathara	narayani mavi pa.nchathara	mavi	narayani	pa.nchathara	pa.nchathara	
3914	prrithvi pra॰vi॰, jhapa	prrithvi pravi jhapa	pravi	prrithvi	jhapa	jhapa	
3915	vidya vikasha samudayika vidyalaya, arghakha.nchi	vidya vikasha samudayika vi arghakha.nchi		vidya vikasha samudayika vi arghakha.nchi			
3916	kamala madhyamika vidyalaya, pali arghakha.nchi	kamala mavi pali arghakha.nchi	mavi	kamala	pali arghakha.nchi	arghakha.nchi	pali
3917	ne ra pra bi, dailekha	ne ra pravi dailekha	pravi	ne ra	dailekha	dailekha	
3918	birendra adharabhuta vidyalaya pratapapura, va॰su॰pashchima navalaparasi	virendra avi pratapapura va su pashchima navalaparasi	avi	virendra	pratapapura va su pashchima navalaparasi	navalaparasi	pratapapura va su pashchima
3919	prathamika vidhalaya, madhuvani -6 mora~na	pravi madhuvani mora~na	pravi	pravi	madhuvani mora~na	mora~na	madhuvani
3920	baburama prathamika vidyalaya arghakha.nchi	baburama pravi arghakha.nchi	pravi	baburama	arghakha.nchi	arghakha.nchi	
3921	ra pra vi syauli vasa, chitavana	ra pravi syauli vasa chitavana	pravi	ra	syauli vasa chitavana	chitavana	syauli vasa
3922	himalaya ni॰ ma॰ vi, lamju~na	himalaya nimavi lamju~na	nimavi	himalaya	lamju~na	lamju~na	
3923	sarasvati madhyamika vidyalaya, pa.nchathara	sarasvati mavi pa.nchathara	mavi	sarasvati	pa.nchathara	pa.nchathara	
3924	janaseva adharabhuta vidyalaya kabhrepala~nchoka	janaseva avi kabhrepala~nchoka	avi	janaseva	kabhrepala~nchoka	kabhrepala~nchoka	
3925	siddheshvari adharabhuta vidyalaya pa.nchathara	siddheshvari avi pa.nchathara	avi	siddheshvari	pa.nchathara	pa.nchathara	
3926	siddhadevi madhyamika vidyalaya, namgina, pipalabota, pa.nchathara	siddhadevi mavi namgina pipalabota pa.nchathara	mavi	siddhadevi	namgina pipalabota pa.nchathara	pa.nchathara	namgina pipalabota
3927	tribhuvana madhyamika vidyalaya, jhapa	tribhuvana mavi jhapa	mavi	tribhuvana	jhapa	jhapa	
3928	navina shiksha sadana madhyamika vidyalaya, chathara, phakchamara, tehrathuma	navina shiksha sadana mavi chathara phakchamara tehrathuma	mavi	navina shiksha sadana	chathara phakchamara tehrathuma	tehrathuma	chathara phakchamara
3929	madhyamika vidyalaya mrrigauliya, mora~na	mavi mrrigauliya mora~na	mavi	mavi	mrrigauliya mora~na	mora~na	mrrigauliya
3930	janaprakasha prathamika vidyalaya, hamsapura, arghakha.nchi	janaprakasha pravi hamsapura arghakha.nchi	pravi	janaprakasha	hamsapura arghakha.nchi	arghakha.nchi	hamsapura
3931	janaprakasha adharabhuta vidyalaya, dirabharna, arghakha.nchi	janaprakasha avi dirabharna arghakha.nchi	avi	janaprakasha	dirabharna arghakha.nchi	arghakha.nchi	dirabharna
3932	janata prathamika vidyalaya dudhapokhari ga॰pa॰, lamaju~na	janata pravi dudhapokhari ga pa lamaju~na	pravi	janata	dudhapokhari ga pa lamaju~na	lamaju~na	dudhapokhari ga pa
3933	prabhata pra॰ vi॰, lamju~na	prabhata pravi lamju~na	pravi	prabhata	lamju~na	lamju~na	
3934	mahenadra kirana pra vi	mahenadra kirana pravi	pravi	mahenadra kirana			
3935	tribhuvana ma vi, jajarakota	tribhuvana mavi jajarakota	mavi	tribhuvana	jajarakota	jajarakota	
3936	kesho aniruddhavatti madhyamika vidyalaya rajaviraja, saptari	kesho aniruddhavatti mavi rajaviraja saptari	mavi	kesho aniruddhavatti	rajaviraja saptari	saptari	rajaviraja
3937	kalika prathamika vidhalaya, thada arghakha.nchi	kalika pravi thada arghakha.nchi	pravi	kalika	thada arghakha.nchi	arghakha.nchi	thada
3938	yasodya pra॰vi, nuvakota	yasodya pravi nuvakota	pravi	yasodya	nuvakota	nuvakota	
3939	debisthana pra bi, dailekha	debisthana pravi dailekha	pravi	debisthana	dailekha	dailekha	
3940	kalika nimna madhyamika vidhalaya, khamlalu~nga gairi ga.nu, tehrathuma	kalika nimavi khamlalu~nga gairi ga.nu tehrathuma	nimavi	kalika	khamlalu~nga gairi ga.nu tehrathuma	tehrathuma	khamlalu~nga gairi ga.nu
3941	ganosha pra॰vi॰tehrathuma, tehrathuma	ganosha pravi tehrathuma tehrathuma	pravi	ganosha	tehrathuma tehrathuma	tehrathuma	tehrathuma
3942	anandabhairava pra vi, makavanapura	anandabhairava pravi makavanapura	pravi	anandabhairava	makavanapura	makavanapura	
3943	buddha pra bi, pachathara	buddha pravi pachathara	pravi	buddha	pachathara	pachathara	
3944	j~nanajyoti prathamika vidyalaya, champakhahare, chativana, makavanapura	j~nanajyoti pravi champakhahare chativana makavanapura	pravi	j~nanajyoti	champakhahare chativana makavanapura	makavanapura	champakhahare chativana
3945	pa~ncha adharabhuta vidyalaya, chandrapura, rautahata	pa~ncha avi chandrapura rautahata	avi	pa~ncha	chandrapura rautahata	rautahata	chandrapura
3946	janakalyana madhyamika vidhalaya phidima pa.nchathara	janakalyana mavi phidima pa.nchathara	mavi	janakalyana	phidima pa.nchathara	pa.nchathara	phidima
3947	vala kalyana prathamika vidyalaya, lamaju~na	vala kalyana pravi lamaju~na	pravi	vala kalyana	lamaju~na	lamaju~na	
3948	vi॰pi॰ smrriti adharabhuta vidyalaya, a~nasara~na, barabote, pamchathara	vipi smrriti avi a~nasara~na barabote pamchathara	avi	vipi smrriti	a~nasara~na barabote pamchathara	pamchathara	a~nasara~na barabote
3949	balakalyana prathamika vidyalaya, palpa	balakalyana pravi palpa	pravi	balakalyana	palpa	palpa	
3950	shri jugam ma vi	shri jugam mavi	mavi	shri jugam			
3951	manakamana madhyamika vidyalaya, pelkachaura, sya~naja	manakamana mavi pelkachaura sya~naja	mavi	manakamana	pelkachaura sya~naja	sya~naja	pelkachaura
3952	katyayini ni॰ma॰vi, achama	katyayini nimavi achama	nimavi	katyayini	achama	achama	
3953	phalelu~na adharabhuta vidyalaya, phalelu~na ga॰pa॰, pa.nchathara	phalelu~na avi phalelu~na ga pa pa.nchathara	avi	phalelu~na	phalelu~na ga pa pa.nchathara	pa.nchathara	phalelu~na ga pa
3954	janata adharabhuta vidyalaya budhigamga mora~na	janata avi budhigamga mora~na	avi	janata	budhigamga mora~na	mora~na	budhigamga
3955	janata adharabhuta vidyalaya, mora~na	janata avi mora~na	avi	janata	mora~na	mora~na	
3956	bhojasiddha madhyamika vidyalaya, makavanapura	bhojasiddha mavi makavanapura	mavi	bhojasiddha	makavanapura	makavanapura	
3957	adhunika rashtriya madhyamika vidyalaya, hetauda, makavanapura	adhunika rashtriya mavi hetauda makavanapura	mavi	adhunika rashtriya	hetauda makavanapura	makavanapura	hetauda
3958	baloddhara thapetara pra vi, kabhrepalanchoka	baloddhara thapetara pravi kabhrepalanchoka	pravi	baloddhara thapetara	kabhrepalanchoka	kabhrepalanchoka	
3959	baloddhara madhyamika vidyalaya panauti kabhre	baloddhara mavi panauti kabhre	mavi	baloddhara	panauti kabhre	kabhre	panauti
3960	sarasvati adharabhuta vidyalaya shivalaya, jajarakota	sarasvati avi shivalaya jajarakota	avi	sarasvati	shivalaya jajarakota	jajarakota	shivalaya
3961	na era pra vi, jajarakota	na era pravi jajarakota	pravi	na era	jajarakota	jajarakota	
3962	baletaksara pra vi, gulmi	baletaksara pravi gulmi	pravi	baletaksara	gulmi	gulmi	
3963	kalika prathamika vidyalaya, siravari dhuva~n, pyuthana	kalika pravi siravari dhuva~n pyuthana	pravi	kalika	siravari dhuva~n pyuthana	pyuthana	siravari dhuva~n
3964	mandavi madhyamika vidyalaya mandavi, pyuthana	mandavi mavi mandavi pyuthana	mavi	mandavi	mandavi pyuthana	pyuthana	mandavi
3965	prakrritika adharabhuta vidyalaya tahu.n, palpa	prakrritika avi tahu.n palpa	avi	prakrritika	tahu.n palpa	palpa	tahu.n
3966	janapriya madhyamika vidhalaya, hekla~nga palpa	janapriya mavi hekla~nga palpa	mavi	janapriya	hekla~nga palpa	palpa	hekla~nga
3967	adharabhuta vidyalaya hetaumda, makavanapura	avi hetaumda makavanapura	avi	avi	hetaumda makavanapura	makavanapura	hetaumda
3968	triratna prathamika vidhalaya, hadikhola 4, makavanapura	triratna pravi hadikhola makavanapura	pravi	triratna	hadikhola makavanapura	makavanapura	hadikhola
3969	janata adharabhuta vidyalaya, palpa	janata avi palpa	avi	janata	palpa	palpa	
3970	shiba pra॰ bi॰, tehrathuma	shiba pravi tehrathuma	pravi	shiba	tehrathuma	tehrathuma	
3971	bi॰ pi॰ pra॰vi॰tehrathuma, tehrathuma	bi pi pravi tehrathuma tehrathuma	pravi	bi pi	tehrathuma tehrathuma	tehrathuma	tehrathuma
3972	ikhna bhagavati prathamika vidyalaya, pyuthana	ikhna bhagavati pravi pyuthana	pravi	ikhna bhagavati	pyuthana	pyuthana	
3973	bhuvanishvari pra bi, pyuthana	bhuvanishvari pravi pyuthana	pravi	bhuvanishvari	pyuthana	pyuthana	
3974	kanya prathamika vidhalaya jagata bha~njya~na, sya~naja	kanya pravi jagata bha~njya~na sya~naja	pravi	kanya	jagata bha~njya~na sya~naja	sya~naja	jagata bha~njya~na
3975	himali madhyamika vidyalaya, sya~naja	himali mavi sya~naja	mavi	himali	sya~naja	sya~naja	
3976	tulasi prathamika vidhalaya, siddhara	tulasi pravi siddhara	pravi	tulasi	siddhara	siddhara	
3977	sarasvati nimna madhyamika vidyalaya, makavanapura	sarasvati nimavi makavanapura	nimavi	sarasvati	makavanapura	makavanapura	
3978	ra॰ prathamika vidyalaya mudiva ekarahi dhanusha	ra pravi mudiva ekarahi dhanusha	pravi	ra	mudiva ekarahi dhanusha	dhanusha	mudiva ekarahi
3979	ne॰ra॰ prathamika vidhalaya, phaunepokhari, ligha, pyuthana	ne ra pravi phaunepokhari ligha pyuthana	pravi	ne ra	phaunepokhari ligha pyuthana	pyuthana	phaunepokhari ligha
3980	gupteshvari pra vi, sindhupalchoka	gupteshvari pravi sindhupalchoka	pravi	gupteshvari	sindhupalchoka	sindhupalchoka	
3981	tatopani pra॰vi॰, sindhupalchoka	tatopani pravi sindhupalchoka	pravi	tatopani	sindhupalchoka	sindhupalchoka	
3982	gadgade adharabhuta vidyalaya, nagarakota, bhaktapura	gadgade avi nagarakota bhaktapura	avi	gadgade	nagarakota bhaktapura	bhaktapura	nagarakota
3983	vinayaka sarasvati adharabhuta vidyalaya, bhaktapura	vinayaka sarasvati avi bhaktapura	avi	vinayaka sarasvati	bhaktapura	bhaktapura	
3984	chandrodaya madhyamika vidyalaya, palpa	chandrodaya mavi palpa	mavi	chandrodaya	palpa	palpa	
3985	bajravarahi u॰ madhyamika vidhalaya, makavanapura	bajravarahi mavi makavanapura	mavi	bajravarahi	makavanapura	makavanapura	
3986	j~nanada madhyamika vidyalaya, makavanapura	j~nanada mavi makavanapura	mavi	j~nanada	makavanapura	makavanapura	
3987	gautama adharabhuta vidyalaya, sindhupalchoka	gautama avi sindhupalchoka	avi	gautama	sindhupalchoka	sindhupalchoka	
3988	tapagau.n adharabhuta vidyalaya, sindhupalchoka	tapagau.n avi sindhupalchoka	avi	tapagau.n	sindhupalchoka	sindhupalchoka	
3989	mahalakshmi ni॰ma॰vi, mora	mahalakshmi nimavi mora	nimavi	mahalakshmi	mora	mora	
3990	siddhakali prathamika vidhalaya, sindhupalchoka	siddhakali pravi sindhupalchoka	pravi	siddhakali	sindhupalchoka	sindhupalchoka	
3991	paiyaumbote adharabhuta vidyalaya, pa.nchathara	paiyaumbote avi pa.nchathara	avi	paiyaumbote	pa.nchathara	pa.nchathara	
3992	kaphalabote adharabhuta vidyalaya, pa.nchathara	kaphalabote avi pa.nchathara	avi	kaphalabote	pa.nchathara	pa.nchathara	
3993	sarasvati pra bi, pachathara	sarasvati pravi pachathara	pravi	sarasvati	pachathara	pachathara	
3994	ardasha adharabhuta vidyalaya, chidika, arghakha.nchi	ardasha avi chidika arghakha.nchi	avi	ardasha	chidika arghakha.nchi	arghakha.nchi	chidika
3995	dunipokhara prathamika vidhalaya, va~nala	dunipokhara pravi va~nala	pravi	dunipokhara	va~nala	va~nala	
3996	balapremi madhyamika vidyalaya, madhyapura thimi, bhaktapura	balapremi mavi madhyapura thimi bhaktapura	mavi	balapremi	madhyapura thimi bhaktapura	bhaktapura	madhyapura thimi
3997	virendra adharabhuta vidyalaya ramgeli na॰pa॰, mora~na	virendra avi ramgeli na pa mora~na	avi	virendra	ramgeli na pa mora~na	mora~na	ramgeli na pa
3998	lakshmi madhyamika vidyalaya bhaluva, keravari, mora~na	lakshmi mavi bhaluva keravari mora~na	mavi	lakshmi	bhaluva keravari mora~na	mora~na	bhaluva keravari
3999	bala ujjvala madhyamika vidyalaya heumanapa, makavanapura	bala ujjvala mavi heumanapa makavanapura	mavi	bala ujjvala	heumanapa makavanapura	makavanapura	heumanapa
4000	khajahana adharabhuta vidyalaya, siddarthanagara, rupandehi	khajahana avi siddarthanagara rupandehi	avi	khajahana	siddarthanagara rupandehi	rupandehi	siddarthanagara
4001	rarikota nimna madhyamika vidhalaya, galdha palpa	rarikota nimavi galdha palpa	nimavi	rarikota	galdha palpa	palpa	galdha
4002	shamkara jyoti adharabhuta vidyalaya, shitagamga, arghakha.nchi	shamkara jyoti avi shitagamga arghakha.nchi	avi	shamkara jyoti	shitagamga arghakha.nchi	arghakha.nchi	shitagamga
4003	bala madhyamika vidyalaya, viratanagara, jatuva, mora~na	bala mavi viratanagara jatuva mora~na	mavi	bala	viratanagara jatuva mora~na	mora~na	viratanagara jatuva
4004	shri lakshmi pra॰ vi॰, palpa	shri lakshmi pravi palpa	pravi	shri lakshmi	palpa	palpa	
4005	vatasatulasi, palpa prathamika vidhalaya	vatasatulasi palpa pravi	pravi	vatasatulasi palpa			
4006	janakalyana jyotirmaya adharabhuta vidyalaya samdu, tehrathuma	janakalyana jyotirmaya avi samdu tehrathuma	avi	janakalyana jyotirmaya	samdu tehrathuma	tehrathuma	samdu
4007	vindeshvari pra vi, makavanapura	vindeshvari pravi makavanapura	pravi	vindeshvari	makavanapura	makavanapura	
4008	madhyamika vidyalaya, dhanadi dharmapura rautahata	mavi dhanadi dharmapura rautahata	mavi	mavi	dhanadi dharmapura rautahata	rautahata	dhanadi dharmapura
4009	lala ba॰ nimna madhyamika vidhalaya, pa.nchathara	lala ba nimavi pa.nchathara	nimavi	lala ba	pa.nchathara	pa.nchathara	
4010	shamkarajyoti nimna madhyamika vidhalaya, siddhara	shamkarajyoti nimavi siddhara	nimavi	shamkarajyoti	siddhara	siddhara	
4011	annapurna madhyamika vidyalaya, arghakha.nchi	annapurna mavi arghakha.nchi	mavi	annapurna	arghakha.nchi	arghakha.nchi	
4012	bala mandira prathamika vidhalaya, mamgalasena 690470006	bala mandira pravi mamgalasena	pravi	bala mandira	mamgalasena	mamgalasena	
4013	loka priya pra vi, makavanapura	loka priya pravi makavanapura	pravi	loka priya	makavanapura	makavanapura	
4014	ra॰ nimna madhyamika vidyalaya, bemga piparadhi, dhanusha	ra nimavi bemga piparadhi dhanusha	nimavi	ra	bemga piparadhi dhanusha	dhanusha	bemga piparadhi
4015	sharada ma vi, sindhupalchoka	sharada mavi sindhupalchoka	mavi	sharada	sindhupalchoka	sindhupalchoka	
4016	dhanavantari thuva prathamika vidhalaya layati 690440008	dhanavantari thuva pravi layati	pravi	dhanavantari thuva	layati	layati	
4017	sarosvati pra bi, pachathara	sarosvati pravi pachathara	pravi	sarosvati	pachathara	pachathara	
4018	janajyoti adharabhuta vidyalaya, makavanapura	janajyoti avi makavanapura	avi	janajyoti	makavanapura	makavanapura	
4019	vagishvari pra vi, pyuthana	vagishvari pravi pyuthana	pravi	vagishvari	pyuthana	pyuthana	
4020	balakalyana adharabhuta vidyalaya arghakha.nchi	balakalyana avi arghakha.nchi	avi	balakalyana	arghakha.nchi	arghakha.nchi	
4021	kalika pra vi, mandanahalede, kabhrepalanchoka	kalika pravi mandanahalede kabhrepalanchoka	pravi	kalika	mandanahalede kabhrepalanchoka	kabhrepalanchoka	mandanahalede
4022	balaujvala madhyamika vidyalaya namobuddha, kabhre	balaujvala mavi namobuddha kabhre	mavi	balaujvala	namobuddha kabhre	kabhre	namobuddha
4023	nepala rashtriya adharabhuta vidyalaya, sauraha viraga~nja, parsa	nepala rashtriya avi sauraha viraga~nja parsa	avi	nepala rashtriya	sauraha viraga~nja parsa	parsa	sauraha viraga~nja
4024	shiva nivasa pra vi, achama	shiva nivasa pravi achama	pravi	shiva nivasa	achama	achama	
4025	janajyoti pra bi, pyuthana	janajyoti pravi pyuthana	pravi	janajyoti	pyuthana	pyuthana	
4026	mandavi pa bi, pyuthana	mandavi pravi pyuthana	pravi	mandavi	pyuthana	pyuthana	
4027	kamala devi pra vi, makavanapura	kamala devi pravi makavanapura	pravi	kamala devi	makavanapura	makavanapura	
4028	adharabhuta vidyalaya, dipahi, rautahata	avi dipahi rautahata	avi	avi	dipahi rautahata	rautahata	dipahi
4029	praja utthana pra vi, makavanapura	praja utthana pravi makavanapura	pravi	praja utthana	makavanapura	makavanapura	
4030	janajyoti adharabhuta vidyalaya, khaireni, tehrathuma	janajyoti avi khaireni tehrathuma	avi	janajyoti	khaireni tehrathuma	tehrathuma	khaireni
4031	jalakanya prathamika vidhalaya kholti, tehrathuma	jalakanya pravi kholti tehrathuma	pravi	jalakanya	kholti tehrathuma	tehrathuma	kholti
4032	janajyoti ma॰ bi॰, tehrathuma	janajyoti mavi tehrathuma	mavi	janajyoti	tehrathuma	tehrathuma	
4033	jalapadevi madhyamika vidyalaya, melamchi, sindhupalchoka	jalapadevi mavi melamchi sindhupalchoka	mavi	jalapadevi	melamchi sindhupalchoka	sindhupalchoka	melamchi
4034	gupteshvari pra vi, makavanapura	gupteshvari pravi makavanapura	pravi	gupteshvari	makavanapura	makavanapura	
4035	anahotilala madhyamika vidyalaya, basantapatti, rautahata	anahotilala mavi basantapatti rautahata	mavi	anahotilala	basantapatti rautahata	rautahata	basantapatti
4036	tribhubana pra॰ bi॰, tehrathuma	tribhubana pravi tehrathuma	pravi	tribhubana	tehrathuma	tehrathuma	
4037	janakalyana madhyamika vidyalaya, palpa	janakalyana mavi palpa	mavi	janakalyana	palpa	palpa	
4038	rikota nimna madhyamika vidhalaya, simalapani	rikota nimavi simalapani	nimavi	rikota	simalapani	simalapani	
4039	vanagamga prathamika vidhalaya, thaha, arghakha.nchi	vanagamga pravi thaha arghakha.nchi	pravi	vanagamga	thaha arghakha.nchi	arghakha.nchi	thaha
4040	indrayani madhyamika vidhalaya, agra, makavanapura	indrayani mavi agra makavanapura	mavi	indrayani	agra makavanapura	makavanapura	agra
4041	mahendra pratapa ni ma vi, sindhupalchoka	mahendra pratapa nimavi sindhupalchoka	nimavi	mahendra pratapa	sindhupalchoka	sindhupalchoka	
4042	dolamsa adharabhuta vidyalaya bahavise, sindhupalchoka	dolamsa avi bahavise sindhupalchoka	avi	dolamsa	bahavise sindhupalchoka	sindhupalchoka	bahavise
4043	gyalasu~na prathamika vidhalaya laduka, dolakha	gyalasu~na pravi laduka dolakha	pravi	gyalasu~na	laduka dolakha	dolakha	laduka
4044	chitre madhyamika vidyalaya, dolakha	chitre mavi dolakha	mavi	chitre	dolakha	dolakha	
4045	manakamana prathamika vidyalaya, dolakha	manakamana pravi dolakha	pravi	manakamana	dolakha	dolakha	
4046	gabai madhyamika vidhalaya gabai pyuthana	gabai mavi gabai pyuthana	mavi	gabai	gabai pyuthana	pyuthana	gabai
4047	katyayani pra vi, achama	katyayani pravi achama	pravi	katyayani	achama	achama	
4048	doharieko nimna madhyamika vidhalaya	doharieko nimavi	nimavi	doharieko			
4049	gamga nimna madhyamika vidhalaya, tesi~naga 690320002	gamga nimavi tesi~naga	nimavi	gamga	tesi~naga	tesi~naga	
4050	makavanapura pra, imakavanapura	makavanapura pravimakavanapura	pravi	makavanapura	makavanapura	makavanapura	
4051	amara nimna madhyamika vidhalaya hetaumda 1, makavanapura	amara nimavi hetaumda makavanapura	nimavi	amara	hetaumda makavanapura	makavanapura	hetaumda
4052	shitaladevi madhyamika vidyalaya, sindhupalchoka	shitaladevi mavi sindhupalchoka	mavi	shitaladevi	sindhupalchoka	sindhupalchoka	
4053	mahadevasthana adharabhuta vidyalaya, lisamkhu, sindhupalchoka	mahadevasthana avi lisamkhu sindhupalchoka	avi	mahadevasthana	lisamkhu sindhupalchoka	sindhupalchoka	lisamkhu
4054	vuddhahimalaya pra vi, kabhrepalanchoka	vuddhahimalaya pravi kabhrepalanchoka	pravi	vuddhahimalaya	kabhrepalanchoka	kabhrepalanchoka	
4055	chailagamga pra vi, kabhrepalanchoka	chailagamga pravi kabhrepalanchoka	pravi	chailagamga	kabhrepalanchoka	kabhrepalanchoka	
4056	gamga devi prathamika vidyalaya pa.nchakhala, kabhrepala~nchoka	gamga devi pravi pa.nchakhala kabhrepala~nchoka	pravi	gamga devi	pa.nchakhala kabhrepala~nchoka	kabhrepala~nchoka	pa.nchakhala
